UnitID,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Delay
T18,SF,94116.0,B08,18,7533,3,3,False,,1,TRUCK,2.0,8.0,4.0,Sunset/Parkside,4.3333335
M41,SF,94102.0,B02,01,1546,E,E,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,2.4666667
E07,SF,94110.0,B06,07,5533,3,3,False,,1,ENGINE,1.0,6.0,9.0,Mission,3.0166667
B03,SF,94105.0,B03,01,2147,3,3,False,,1,CHIEF,2.0,3.0,6.0,Financial District/South Beach,1.6666666
E08,SF,94103.0,B03,08,2255,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,2.25
E03,SF,94102.0,B02,03,1545,3,3,True,,1,ENGINE,1.0,2.0,6.0,Tenderloin,2.6166666
E07,SF,94110.0,B02,07,5247,3,3,False,,1,ENGINE,1.0,2.0,8.0,Mission,1.0
M29,SF,94103.0,B02,06,5226,1,1,True,,1,MEDIC,1.0,2.0,8.0,Mission,3.2833333
E42,SF,94110.0,B06,32,5751,3,3,True,,1,ENGINE,1.0,6.0,9.0,Bernal Heights,4.8166666
E09,SF,94110.0,B10,09,2562,3,3,False,,1,ENGINE,1.0,10.0,10.0,Mission,1.8166667
M41,SF,94109.0,B01,41,1542,2,2,True,,1,MEDIC,1.0,1.0,3.0,Nob Hill,5.5333333
E06,SF,94103.0,B02,36,5126,3,3,False,,1,ENGINE,2.0,2.0,6.0,Mission,3.45
E09,SF,94110.0,B10,37,2554,3,3,False,,1,ENGINE,2.0,10.0,10.0,Mission,6.383333
T09,SF,94110.0,B10,37,2554,3,3,True,,1,TRUCK,1.0,10.0,10.0,Mission,4.133333
M41,SF,94102.0,B02,01,1546,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,8.533334
T03,SF,94102.0,B01,03,1412,3,3,False,,1,TRUCK,3.0,1.0,3.0,Nob Hill,3.1
T13,SF,94107.0,B03,08,2134,3,3,False,,1,TRUCK,4.0,3.0,6.0,Financial District/South Beach,3.0666666
E07,SF,94110.0,B02,07,5246,3,3,False,,1,ENGINE,2.0,2.0,9.0,Mission,3.2833333
M36,SF,94103.0,B02,36,2336,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,2.0333333
T06,SF,94114.0,B02,06,5213,3,3,False,,1,TRUCK,1.0,2.0,8.0,Castro/Upper Market,1.5166667
E33,SF,94132.0,B08,33,8773,3,3,False,,1,ENGINE,1.0,8.0,7.0,Lakeshore,1.4166666
93,SF,94103.0,B03,01,2248,2,2,True,,1,MEDIC,1.0,3.0,6.0,South of Market,8.183333
E25,SF,94124.0,B10,17,6641,3,3,False,,1,ENGINE,3.0,10.0,10.0,Bayview Hunters Point,0.65
E15,SF,94112.0,B09,32,5682,3,3,True,,1,ENGINE,3.0,9.0,11.0,Excelsior,2.65
E17,SF,94124.0,B10,17,6536,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,3.3833334
T03,SF,94109.0,B01,41,1541,3,3,False,,1,TRUCK,3.0,1.0,3.0,Nob Hill,1.5333333
E06,SF,94103.0,B02,06,5214,3,3,False,,1,ENGINE,1.0,2.0,8.0,Mission,3.7666667
M15,SF,94112.0,B09,15,8471,3,3,True,,1,MEDIC,2.0,9.0,11.0,Oceanview/Merced/Ingleside,2.7666667
RC1,SF,94111.0,B01,13,1163,E,E,True,,1,RESCUE CAPTAIN,3.0,1.0,3.0,Financial District/South Beach,2.6333334
E03,SF,94108.0,B01,03,1412,3,3,False,,1,ENGINE,2.0,1.0,3.0,Nob Hill,2.9333334
RC4,SF,94134.0,B09,43,6241,3,3,True,,1,RESCUE CAPTAIN,2.0,9.0,10.0,Visitacion Valley,1.7833333
E36,SF,94102.0,B02,36,3422,3,3,False,,1,ENGINE,1.0,2.0,5.0,Hayes Valley,2.0833333
E29,SF,94103.0,B02,29,5222,3,3,False,,1,ENGINE,3.0,2.0,10.0,Mission,2.6166666
M07,SF,94110.0,B06,07,5433,3,3,True,,1,MEDIC,1.0,6.0,9.0,Mission,2.3666666
E07,SF,94110.0,B10,07,2553,3,3,False,,1,ENGINE,1.0,10.0,10.0,Potrero Hill,1.1166667
93,SF,94116.0,B08,39,8624,2,2,True,,1,MEDIC,1.0,8.0,7.0,West of Twin Peaks,4.3333335
M03,SF,94109.0,B04,03,3121,3,3,True,,1,MEDIC,2.0,4.0,6.0,Tenderloin,5.766667
M38,SF,94117.0,B05,21,3632,1,1,True,,1,MEDIC,1.0,5.0,5.0,Hayes Valley,3.2833333
E01,SF,94103.0,B03,01,1454,3,3,False,,1,ENGINE,3.0,3.0,6.0,South of Market,1.5666667
E07,SF,94110.0,B06,07,5614,3,3,False,,1,ENGINE,1.0,6.0,9.0,Mission,2.7
M13,SF,94111.0,B03,13,2809,1,1,True,,1,MEDIC,1.0,1.0,3.0,Financial District/South Beach,2.1833334
B03,SF,94105.0,B03,35,2114,3,3,False,,1,CHIEF,2.0,3.0,6.0,Financial District/South Beach,1.9333333
B04,SF,94109.0,B01,41,0163,3,3,False,,1,CHIEF,5.0,1.0,3.0,Russian Hill,4.616667
M07,SF,94110.0,B06,09,5622,3,3,False,,1,MEDIC,4.0,6.0,9.0,Bernal Heights,4.516667
M12,SF,94110.0,B06,07,5434,1,1,True,,1,MEDIC,1.0,6.0,8.0,Mission,3.8333333
M03,SF,94109.0,B01,03,1463,3,3,True,,1,MEDIC,1.0,1.0,3.0,Nob Hill,3.05
E01,SF,94102.0,B03,01,1456,3,3,False,,1,ENGINE,1.0,2.0,6.0,Tenderloin,2.2333333
D3,SF,94103.0,B03,01,2251,3,3,False,,1,CHIEF,9.0,3.0,6.0,South of Market,3.15
E36,SF,94102.0,B02,36,3415,3,3,False,,1,ENGINE,2.0,2.0,5.0,Hayes Valley,4.5833335
M18,SF,94116.0,B08,40,7421,3,3,True,,1,MEDIC,7.0,8.0,7.0,Inner Sunset,2.6166666
E12,SF,94117.0,B05,12,4525,3,3,False,,1,ENGINE,2.0,5.0,5.0,Haight Ashbury,1.5833334
M29,SF,94110.0,B02,07,5423,3,3,True,,1,MEDIC,4.0,2.0,9.0,Mission,6.883333
E02,SF,94111.0,B01,13,1161,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,2.7666667
T05,SF,94115.0,B05,05,3536,3,3,False,,1,TRUCK,1.0,5.0,5.0,Western Addition,2.6166666
E37,SF,94110.0,B10,37,2554,3,3,True,,1,ENGINE,2.0,10.0,9.0,Mission,1.3833333
M12,SF,94118.0,B05,21,4462,3,3,True,,1,MEDIC,2.0,5.0,5.0,Lone Mountain/USF,1.3333334
E33,SF,94112.0,B09,33,8353,3,3,True,,1,ENGINE,9.0,9.0,11.0,Outer Mission,1.6
94,SF,94103.0,B02,36,3212,1,1,True,,1,MEDIC,1.0,2.0,6.0,Mission,2.3166666
M13,SF,94111.0,B01,13,1162,3,3,True,,1,MEDIC,2.0,1.0,3.0,Financial District/South Beach,1.3833333
M08,SF,94105.0,B03,35,2137,3,3,True,,1,MEDIC,2.0,3.0,6.0,Financial District/South Beach,4.8333335
E15,SF,94112.0,B09,33,8465,3,3,True,,1,ENGINE,1.0,9.0,11.0,Oceanview/Merced/Ingleside,3.0333333
E16,SF,94109.0,B04,16,3145,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,4.383333
B04,SF,94133.0,B01,02,1251,3,3,True,,1,CHIEF,8.0,1.0,3.0,North Beach,3.2166667
M28,SF,94133.0,B01,02,1251,3,3,True,,1,MEDIC,7.0,1.0,3.0,North Beach,4.266667
M17,SF,94124.0,B10,17,6625,3,3,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,2.0833333
T17,SF,94124.0,B10,42,6474,3,3,True,,1,TRUCK,3.0,10.0,10.0,Bayview Hunters Point,3.55
E44,SF,94134.0,B10,42,6336,3,3,True,,1,ENGINE,1.0,10.0,9.0,Portola,1.1666666
E36,SF,94103.0,B02,36,2343,3,3,False,,1,ENGINE,1.0,2.0,6.0,South of Market,1.65
E42,SF,94124.0,B10,42,6446,3,3,False,,1,ENGINE,2.0,10.0,10.0,Bayview Hunters Point,2.2333333
M43,SF,94127.0,B08,19,8452,3,3,True,,1,MEDIC,1.0,8.0,7.0,West of Twin Peaks,3.5166667
M07,SF,94110.0,B06,07,5455,3,3,True,,1,MEDIC,2.0,6.0,9.0,Mission,1.6333333
T18,SF,94116.0,B08,18,7613,3,3,True,,1,TRUCK,1.0,8.0,4.0,Sunset/Parkside,3.2666667
M14,SF,94116.0,B08,23,7726,1,1,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,2.8166666
E19,SF,94132.0,B08,19,8751,3,3,False,,1,ENGINE,2.0,9.0,7.0,Lakeshore,2.55
E34,SF,94121.0,B07,34,7314,3,3,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,3.5166667
M07,SF,94107.0,B10,37,2615,1,1,True,,1,MEDIC,1.0,10.0,10.0,Potrero Hill,5.0
T01,SF,94105.0,B03,13,2125,3,3,False,,1,TRUCK,2.0,3.0,6.0,Financial District/South Beach,2.6666667
A208,SF,94103.0,B02,01,2318,2,2,False,,1,PRIVATE,1.0,2.0,6.0,South of Market,3.2
T17,SF,94124.0,B10,17,6624,3,3,True,,1,TRUCK,2.0,10.0,10.0,Bayview Hunters Point,1.2
T05,SF,94102.0,B02,36,3265,3,3,False,,1,TRUCK,1.0,2.0,5.0,Hayes Valley,0.9
E01,SF,94102.0,B03,01,1365,3,3,False,,1,ENGINE,1.0,3.0,6.0,Tenderloin,3.9833333
M15,SF,94132.0,B08,19,8732,1,1,True,,1,MEDIC,1.0,8.0,7.0,Sunset/Parkside,5.3166666
E36,SF,94102.0,B02,36,3415,3,3,False,,1,ENGINE,2.0,2.0,5.0,Hayes Valley,5.2833333
E01,SF,94102.0,B02,01,1551,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,3.8
E16,SF,94123.0,B04,16,3245,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,2.4166667
M36,SF,94103.0,B02,01,2318,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,1.9333333
T03,SF,94109.0,B02,03,3163,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,2.1166666
E43,SF,94112.0,B09,43,6156,3,3,False,,1,ENGINE,1.0,9.0,11.0,Excelsior,3.8166666
E43,SF,94112.0,B09,32,6113,3,3,False,,1,ENGINE,3.0,9.0,11.0,Excelsior,2.9
E15,SF,94112.0,B09,33,8353,3,3,False,,1,ENGINE,1.0,9.0,11.0,Outer Mission,3.45
M08,TI,94130.0,B03,48,2931,1,1,True,,1,MEDIC,3.0,,6.0,Treasure Island,4.0333333
E03,SF,94102.0,B02,03,1545,3,3,True,,1,ENGINE,2.0,2.0,6.0,Tenderloin,4.45
BE1,SF,94110.0,B10,37,2554,3,3,False,,2,SUPPORT,12.0,6.0,9.0,Mission,8.883333
E23,SF,94116.0,B08,23,7731,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,3.65
E28,SF,94109.0,B01,28,1613,3,3,False,,1,ENGINE,2.0,1.0,2.0,Russian Hill,7.2833333
E06,SF,94117.0,B05,06,3633,3,3,False,,1,ENGINE,1.0,5.0,5.0,Haight Ashbury,3.3666666
M36,SF,94117.0,B05,06,3633,3,3,True,,1,MEDIC,2.0,5.0,5.0,Haight Ashbury,3.6166666
RC3,SF,94107.0,B10,37,2471,3,3,True,,1,RESCUE CAPTAIN,3.0,10.0,10.0,Potrero Hill,2.9333334
E43,SF,94110.0,B06,32,5632,3,3,True,,1,ENGINE,3.0,6.0,9.0,Bernal Heights,2.7833333
E01,SF,94102.0,B03,01,1453,3,3,False,,1,ENGINE,2.0,3.0,6.0,Tenderloin,2.3333333
M28,SF,94133.0,B01,02,1333,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,0.71666664
T09,SF,94110.0,B06,11,5612,3,3,True,,1,TRUCK,8.0,6.0,8.0,Mission,3.5166667
T09,SF,94107.0,B10,37,2614,3,3,True,,1,TRUCK,3.0,10.0,10.0,Bayview Hunters Point,3.3333333
B07,SF,94118.0,B07,31,7131,3,3,False,,1,CHIEF,1.0,7.0,1.0,Inner Richmond,2.7333333
M36,SF,94103.0,B03,29,2333,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,2.3333333
E06,SF,94114.0,B05,06,5416,3,3,False,,1,ENGINE,1.0,5.0,8.0,Castro/Upper Market,1.0333333
M01,SF,94103.0,B01,01,1241,3,3,True,,1,MEDIC,3.0,1.0,6.0,Financial District/South Beach,1.6666666
E42,SF,94110.0,B10,32,5736,3,3,False,,1,ENGINE,1.0,10.0,9.0,Bernal Heights,1.0
B05,SF,94115.0,B05,05,3624,3,3,False,,1,CHIEF,3.0,5.0,5.0,Western Addition,2.5333333
T07,SF,94110.0,B06,07,5527,3,3,False,,1,TRUCK,1.0,6.0,9.0,Mission,1.7
E33,SF,94112.0,B09,33,8365,3,3,False,,1,ENGINE,2.0,9.0,11.0,Outer Mission,3.3666666
RC4,SF,94112.0,B09,43,6226,1,1,False,,1,RESCUE CAPTAIN,1.0,9.0,11.0,Excelsior,7.883333
M08,SF,94103.0,B03,01,2214,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,3.9666667
E06,SF,94114.0,B02,06,5213,3,3,False,,1,ENGINE,1.0,2.0,8.0,Castro/Upper Market,3.5
E18,SF,94122.0,B08,23,7724,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,4.2833333
RS1,SF,94123.0,B04,16,4316,3,3,False,,1,RESCUE SQUAD,10.0,4.0,2.0,Marina,2.35
E25,SF,94124.0,B10,25,6467,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,3.2666667
T06,SF,94117.0,B05,12,5261,3,3,False,,1,TRUCK,9.0,5.0,5.0,Haight Ashbury,3.6166666
T12,SF,94117.0,B05,12,5261,3,3,False,,1,TRUCK,5.0,5.0,5.0,Haight Ashbury,3.7333333
E10,SF,94118.0,B04,10,4421,3,3,False,,1,ENGINE,1.0,4.0,2.0,Presidio Heights,3.4666667
M14,SF,94116.0,B08,23,7714,3,3,True,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,4.233333
T05,SF,94114.0,B02,06,5213,3,3,False,,1,TRUCK,3.0,2.0,8.0,Castro/Upper Market,2.3666666
E02,SF,94111.0,B01,13,1211,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,2.5333333
M28,SF,94111.0,B01,13,1211,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,1.7833333
E34,SF,94121.0,B07,34,7252,3,3,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,2.2166667
E34,SF,94121.0,B07,34,7255,3,3,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,1.7833333
RC3,SF,94134.0,B09,44,6252,3,3,False,,1,RESCUE CAPTAIN,9.0,9.0,10.0,Visitacion Valley,7.7833333
T09,SF,94124.0,B10,17,6546,3,3,True,,1,TRUCK,3.0,10.0,10.0,Bayview Hunters Point,3.5
T15,SF,94112.0,B09,32,8262,3,3,False,,1,TRUCK,1.0,9.0,8.0,Outer Mission,3.8166666
M01,SF,94103.0,B03,01,2247,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,2.7333333
M07,SF,94110.0,B06,32,5625,3,3,True,,1,MEDIC,2.0,6.0,9.0,Bernal Heights,3.7833333
M32,SF,94112.0,B09,32,8262,3,3,True,,1,MEDIC,2.0,9.0,8.0,Outer Mission,1.5833334
E07,SF,94110.0,B06,07,5446,3,3,False,,1,ENGINE,1.0,6.0,9.0,Mission,3.7333333
M03,SF,94102.0,B02,36,2338,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,2.1
E21,SF,94117.0,B05,21,4253,3,3,False,,1,ENGINE,1.0,5.0,5.0,Hayes Valley,2.5666666
B03,SF,94105.0,B03,01,2146,3,3,False,,1,CHIEF,2.0,3.0,6.0,Financial District/South Beach,2.2333333
B08,SF,94132.0,B08,19,7413,3,3,False,,1,CHIEF,3.0,8.0,7.0,Sunset/Parkside,2.1333334
E01,SF,94103.0,B03,01,2212,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,1.7333333
E06,SF,94117.0,B05,06,3531,3,3,False,,1,ENGINE,1.0,5.0,5.0,Hayes Valley,1.7166667
B09,SF,94112.0,B09,32,5681,3,3,False,,1,CHIEF,2.0,9.0,11.0,Excelsior,2.6
RC4,SF,94134.0,B10,44,6255,3,3,True,,1,RESCUE CAPTAIN,4.0,9.0,10.0,Visitacion Valley,5.1833334
B09,SF,94112.0,B09,43,6233,3,3,False,,1,CHIEF,3.0,9.0,11.0,Excelsior,1.6166667
M38,SF,94109.0,B02,03,3115,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,10.3
M18,SF,94116.0,B08,18,7525,3,3,True,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,1.95
E01,SF,94104.0,B03,01,2109,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,2.8833334
E03,SF,94109.0,B04,03,3121,3,3,False,,1,ENGINE,2.0,4.0,6.0,Tenderloin,2.3166666
E01,SF,94108.0,B01,01,1324,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,1.9333333
E29,SF,94110.0,B02,29,2416,3,3,False,,1,ENGINE,1.0,2.0,10.0,Potrero Hill,1.9
M10,SF,94118.0,B07,31,7153,1,1,True,,1,MEDIC,1.0,7.0,1.0,Outer Richmond,5.1666665
E17,SF,94124.0,B10,17,6546,3,3,True,,1,ENGINE,2.0,10.0,10.0,Bayview Hunters Point,2.3166666
T03,SF,94115.0,B04,05,3541,3,3,False,,1,TRUCK,2.0,4.0,5.0,Western Addition,1.4666667
B05,SF,94115.0,B04,38,4124,3,3,False,,1,CHIEF,2.0,4.0,2.0,Pacific Heights,3.1333334
E02,SF,94133.0,B01,13,1246,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,2.6833334
E17,SF,94124.0,B10,17,6624,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,1.0833334
E11,SF,94110.0,B06,11,5512,3,3,False,,1,ENGINE,1.0,6.0,8.0,Mission,1.0333333
E03,SF,94102.0,B03,01,1453,3,3,False,,1,ENGINE,1.0,3.0,6.0,Tenderloin,1.55
T18,SF,94122.0,B08,18,7515,3,3,False,,1,TRUCK,1.0,8.0,4.0,Sunset/Parkside,3.5
E03,SF,94102.0,B02,03,1545,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,5.4333334
M01,SF,94102.0,B03,01,1366,2,2,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,7.6
E43,SF,94112.0,B09,43,6154,3,3,False,,1,ENGINE,1.0,9.0,11.0,Excelsior,2.2666667
E10,SF,94115.0,B04,10,4233,3,3,False,,1,ENGINE,2.0,4.0,2.0,Pacific Heights,1.4
M12,SF,94131.0,B08,20,5352,3,3,True,,1,MEDIC,2.0,8.0,7.0,Twin Peaks,1.9166666
E36,SF,94102.0,B02,36,3211,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,3.9666667
E06,SF,94114.0,B05,06,5212,3,3,False,,1,ENGINE,1.0,5.0,8.0,Castro/Upper Market,4.2833333
E40,SF,94116.0,B08,18,7575,3,3,True,,1,ENGINE,4.0,8.0,4.0,Sunset/Parkside,4.8333335
E40,SF,94118.0,B07,31,7156,3,3,True,,1,ENGINE,2.0,7.0,1.0,Outer Richmond,3.8666666
T01,SF,94103.0,B02,36,2337,3,3,False,,1,TRUCK,3.0,2.0,6.0,South of Market,2.7833333
E03,SF,94102.0,B01,03,1412,3,3,False,,1,ENGINE,2.0,1.0,3.0,Nob Hill,2.4166667
E21,SF,94115.0,B05,21,4363,3,3,False,,1,ENGINE,1.0,5.0,5.0,Lone Mountain/USF,2.9666667
M38,SF,94117.0,B05,05,3521,3,3,True,,1,MEDIC,2.0,5.0,5.0,Hayes Valley,2.0333333
E39,SF,94132.0,B08,39,8555,3,3,False,,1,ENGINE,1.0,8.0,7.0,West of Twin Peaks,1.3833333
M36,SF,94110.0,B06,07,0545,3,3,True,,1,MEDIC,1.0,6.0,9.0,Mission,2.2166667
E36,SF,94102.0,B02,36,3219,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,3.9666667
T11,SF,94114.0,B06,11,5536,3,3,False,,1,TRUCK,1.0,6.0,8.0,Noe Valley,3.5833333
E14,SF,94121.0,B07,14,7244,E,E,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,2.4666667
M01,SF,94104.0,B01,13,1235,3,3,True,,1,MEDIC,2.0,1.0,3.0,Financial District/South Beach,5.4166665
AR1,SF,94103.0,B03,01,2247,3,3,False,,1,INVESTIGATION,5.0,3.0,6.0,South of Market,18.183332
T02,SF,94103.0,B03,01,2247,3,3,False,,1,TRUCK,10.0,3.0,6.0,South of Market,1.8
E33,SF,94112.0,B09,33,6215,3,3,False,,1,ENGINE,1.0,9.0,11.0,Excelsior,4.4
E33,SF,94112.0,B09,33,8462,3,3,False,,1,ENGINE,1.0,9.0,11.0,Oceanview/Merced/Ingleside,2.9166667
B01,SF,94108.0,B01,13,1314,3,3,False,,1,CHIEF,2.0,1.0,3.0,Chinatown,1.6166667
T13,SF,94109.0,B04,03,3162,3,3,False,,1,TRUCK,2.0,4.0,6.0,Tenderloin,1.9166666
T18,SF,94122.0,B08,22,7367,3,3,True,,1,TRUCK,2.0,7.0,5.0,Inner Sunset,2.1666667
T10,SF,94115.0,B04,10,4264,3,3,False,,1,TRUCK,1.0,4.0,2.0,Pacific Heights,2.4
E03,SF,94102.0,B03,03,1461,3,3,True,,1,ENGINE,3.0,2.0,6.0,Tenderloin,2.85
M15,SF,94122.0,B08,18,7445,3,3,False,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,2.7333333
B01,SF,94105.0,B03,35,2141,3,3,False,,1,CHIEF,2.0,3.0,6.0,Financial District/South Beach,2.7333333
E17,SF,94124.0,B10,17,6612,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,2.7666667
93,SF,94103.0,B03,01,1365,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,1.5
E03,SF,94109.0,B01,03,1462,3,3,True,,1,ENGINE,1.0,1.0,3.0,Tenderloin,2.5666666
T03,SF,94109.0,B02,03,3163,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,1.2333333
E17,SF,94124.0,B10,17,6517,3,3,True,,1,ENGINE,3.0,10.0,10.0,Bayview Hunters Point,3.3833334
RC4,SF,94124.0,B10,17,6517,3,3,True,,1,RESCUE CAPTAIN,2.0,10.0,10.0,Bayview Hunters Point,5.383333
T11,SF,94110.0,B06,07,5472,3,3,True,,1,TRUCK,4.0,6.0,9.0,Mission,3.85
E13,SF,94133.0,B01,28,1433,3,3,False,,1,ENGINE,1.0,1.0,3.0,North Beach,1.4
B05,SF,94115.0,B04,10,4131,3,3,False,,1,CHIEF,2.0,4.0,5.0,Japantown,3.0166667
T08,SF,94107.0,B03,08,2151,3,3,True,,1,TRUCK,10.0,3.0,6.0,Financial District/South Beach,3.7666667
M01,SF,94102.0,B03,01,1453,3,3,True,,1,MEDIC,2.0,3.0,6.0,Tenderloin,3.45
E15,SF,94112.0,B09,15,8473,3,3,True,,1,ENGINE,2.0,9.0,7.0,Oceanview/Merced/Ingleside,4.016667
M15,SF,94112.0,B09,15,8473,3,3,False,,1,MEDIC,1.0,9.0,7.0,Oceanview/Merced/Ingleside,3.9666667
M03,SF,94102.0,B02,03,3163,3,3,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,4.3333335
M28,SF,94133.0,B01,02,1311,3,3,True,,1,MEDIC,1.0,1.0,3.0,North Beach,3.7
M05,SF,94115.0,B05,10,4261,2,2,True,,1,MEDIC,1.0,5.0,2.0,Presidio Heights,3.25
M41,SF,94109.0,B01,03,1463,2,2,True,,1,MEDIC,1.0,1.0,3.0,Nob Hill,6.4666667
M28,SF,94111.0,B01,13,1212,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,4.0333333
M15,SF,94122.0,B08,23,7724,3,3,False,,1,MEDIC,3.0,8.0,4.0,Sunset/Parkside,24.233334
M08,SF,94107.0,B03,08,2243,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,1.7666667
M10,SF,94114.0,B05,20,5264,1,1,True,,1,MEDIC,1.0,5.0,7.0,Twin Peaks,4.5333333
M08,SF,94158.0,B03,08,2171,3,3,True,,1,MEDIC,2.0,3.0,6.0,Mission Bay,2.0333333
T06,SF,94103.0,B02,36,3416,3,3,False,,1,TRUCK,2.0,2.0,8.0,Mission,2.5333333
E16,SF,94123.0,B04,16,4111,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,1.75
T16,SF,94109.0,B01,16,0314,3,3,False,,1,TRUCK,3.0,1.0,2.0,Russian Hill,1.95
B10,SF,94124.0,B10,17,6572,3,3,False,,1,CHIEF,3.0,10.0,10.0,Bayview Hunters Point,3.65
E06,SF,94103.0,B02,06,5214,3,3,False,,1,ENGINE,1.0,2.0,8.0,Mission,2.7
T05,SF,94115.0,B05,05,3642,3,3,False,,1,TRUCK,2.0,5.0,5.0,Western Addition,1.25
M13,SF,94103.0,B03,01,1322,3,3,True,,1,MEDIC,2.0,1.0,6.0,South of Market,2.8333333
E06,SF,94103.0,B02,06,5214,E,E,False,,1,ENGINE,1.0,2.0,8.0,Mission,3.2166667
T02,SF,94133.0,B01,28,1521,3,3,False,,1,TRUCK,2.0,1.0,3.0,North Beach,2.4833333
B10,SF,94124.0,B10,42,6361,3,3,False,,1,CHIEF,3.0,10.0,10.0,Bayview Hunters Point,3.95
RC4,SF,94124.0,B10,42,6361,3,3,True,,1,RESCUE CAPTAIN,6.0,10.0,10.0,Bayview Hunters Point,3.85
E02,SF,94104.0,B01,13,1243,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,1.4833333
M03,SF,94109.0,B04,03,3116,3,3,True,,1,MEDIC,2.0,4.0,6.0,Tenderloin,4.3
M32,SF,94112.0,B09,33,8323,1,1,True,,1,MEDIC,1.0,9.0,11.0,Oceanview/Merced/Ingleside,4.7
E03,SF,94102.0,B02,03,3114,3,3,True,,1,ENGINE,2.0,2.0,6.0,Tenderloin,2.75
M07,SF,94114.0,B05,06,5233,2,2,True,,1,MEDIC,1.0,5.0,8.0,Castro/Upper Market,3.8666666
E08,SF,94107.0,B03,08,2175,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,3.1
M17,SF,94124.0,B10,17,6534,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,2.8
T11,SF,94131.0,B06,26,8127,3,3,True,,1,TRUCK,1.0,6.0,8.0,Glen Park,3.8333333
B01,SF,94104.0,B01,13,1242,3,3,False,,1,CHIEF,2.0,1.0,3.0,Financial District/South Beach,1.7666667
M38,SF,94114.0,B05,06,5416,3,3,True,,1,MEDIC,3.0,5.0,8.0,Castro/Upper Market,2.15
M32,SF,94110.0,B06,32,5751,E,E,True,,1,MEDIC,1.0,6.0,9.0,Bernal Heights,1.8833333
M07,SF,94114.0,B06,11,5513,3,3,True,,1,MEDIC,1.0,6.0,8.0,Noe Valley,2.3666666
M36,SF,94103.0,B03,01,2252,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,3.4
E05,SF,94115.0,B05,05,3536,3,3,False,,1,ENGINE,1.0,5.0,5.0,Western Addition,2.3
